,TEN,NP,HHT,LNGI,VEH,COST_BURDALL,Tenure,Number of People,Household Type,Limited English speaking household,Number of Vehicles
10,6.869315832017043,-0.09622029495822508,-0.3667070420516327,-0.2716912880253209,-0.46172480905061636,0.0,Occupied without payment of rent,2,"Other family household: Female householder, no spouse present",At least one person in the household 14 and over speaks English only or speaks English 'very well',1 vehicle
11,-0.14557490504936726,-0.09622029495822508,-1.3675251992969735,-0.2716912880253209,0.74297849984287,0.0,Rented,2,Married couple household,At least one person in the household 14 and over speaks English only or speaks English 'very well',2 vehicles
12,-0.14557490504936726,-0.8730354511131103,0.1337020365710377,-0.2716912880253209,-0.46172480905061636,1.0,Rented,1,Nonfamily household: Male householder: Living alone,At least one person in the household 14 and over speaks English only or speaks English 'very well',1 vehicle
13,-0.14557490504936726,-0.09622029495822508,0.6341111151937081,-0.2716912880253209,0.74297849984287,0.0,Rented,2,Nonfamily household: Male householder: Not living alone,At least one person in the household 14 and over speaks English only or speaks English 'very well',2 vehicles
14,-0.14557490504936726,1.4574100173515454,-0.3667070420516327,-0.2716912880253209,0.74297849984287,1.0,Rented,4,"Other family household: Female householder, no spouse present",At least one person in the household 14 and over speaks English only or speaks English 'very well',2 vehicles
15,-0.14557490504936726,-0.8730354511131103,0.1337020365710377,-0.2716912880253209,0.74297849984287,0.0,Rented,1,Nonfamily household: Male householder: Living alone,At least one person in the household 14 and over speaks English only or speaks English 'very well',2 vehicles
16,-0.14557490504936726,-0.8730354511131103,1.1345201938163785,-0.2716912880253209,-1.6664281179441027,1.0,Rented,1,Nonfamily household: Female householder: Living alone,At least one person in the household 14 and over speaks English only or speaks English 'very well',No vehicles
17,6.869315832017043,0.6805948611966601,-1.3675251992969735,-0.2716912880253209,3.152385117629843,0.0,Occupied without payment of rent,3,Married couple household,At least one person in the household 14 and over speaks English only or speaks English 'very well',4 vehicles
18,-0.14557490504936726,1.4574100173515454,-1.3675251992969735,-0.2716912880253209,4.35708842652333,0.0,Rented,4,Married couple household,At least one person in the household 14 and over speaks English only or speaks English 'very well',5 vehicles
19,-0.14557490504936726,-0.09622029495822508,-0.3667070420516327,3.680648015135481,-0.46172480905061636,1.0,Rented,2,"Other family household: Female householder, no spouse present",No one in the household 14 and over speaks English only or speaks English 'very well',1 vehicle
20,-0.14557490504936726,-0.8730354511131103,1.1345201938163785,-0.2716912880253209,-1.6664281179441027,1.0,Rented,1,Nonfamily household: Female householder: Living alone,At least one person in the household 14 and over speaks English only or speaks English 'very well',No vehicles
21,-0.14557490504936726,0.6805948611966601,-1.3675251992969735,-0.2716912880253209,1.9476818087363563,0.0,Rented,3,Married couple household,At least one person in the household 14 and over speaks English only or speaks English 'very well',3 vehicles
22,-0.14557490504936726,-0.09622029495822508,0.6341111151937081,-0.2716912880253209,1.9476818087363563,0.0,Rented,2,Nonfamily household: Male householder: Not living alone,At least one person in the household 14 and over speaks English only or speaks English 'very well',3 vehicles
23,-0.14557490504936726,-0.09622029495822508,1.634929272439049,-0.2716912880253209,-0.46172480905061636,0.0,Rented,2,Nonfamily household: Female householder: Not living alone,At least one person in the household 14 and over speaks English only or speaks English 'very well',1 vehicle
24,-0.14557490504936726,1.4574100173515454,-1.3675251992969735,3.680648015135481,0.74297849984287,0.0,Rented,4,Married couple household,No one in the household 14 and over speaks English only or speaks English 'very well',2 vehicles
25,-0.14557490504936726,-0.8730354511131103,0.1337020365710377,-0.2716912880253209,-0.46172480905061636,1.0,Rented,1,Nonfamily household: Male householder: Living alone,At least one person in the household 14 and over speaks English only or speaks English 'very well',1 vehicle
26,-0.14557490504936726,-0.8730354511131103,1.1345201938163785,-0.2716912880253209,-1.6664281179441027,1.0,Rented,1,Nonfamily household: Female householder: Living alone,At least one person in the household 14 and over speaks English only or speaks English 'very well',No vehicles
27,-0.14557490504936726,-0.09622029495822508,-0.3667070420516327,-0.2716912880253209,-0.46172480905061636,1.0,Rented,2,"Other family household: Female householder, no spouse present",At least one person in the household 14 and over speaks English only or speaks English 'very well',1 vehicle
28,-0.14557490504936726,-0.09622029495822508,0.6341111151937081,-0.2716912880253209,0.74297849984287,1.0,Rented,2,Nonfamily household: Male householder: Not living alone,At least one person in the household 14 and over speaks English only or speaks English 'very well',2 vehicles
29,-0.14557490504936726,-0.09622029495822508,-1.3675251992969735,-0.2716912880253209,-1.6664281179441027,1.0,Rented,2,Married couple household,At least one person in the household 14 and over speaks English only or speaks English 'very well',No vehicles
30,-0.14557490504936726,-0.8730354511131103,1.1345201938163785,-0.2716912880253209,-0.46172480905061636,0.0,Rented,1,Nonfamily household: Female householder: Living alone,At least one person in the household 14 and over speaks English only or speaks English 'very well',1 vehicle
31,-0.14557490504936726,-0.8730354511131103,1.1345201938163785,-0.2716912880253209,-0.46172480905061636,1.0,Rented,1,Nonfamily household: Female householder: Living alone,At least one person in the household 14 and over speaks English only or speaks English 'very well',1 vehicle
32,-0.14557490504936726,-0.09622029495822508,1.634929272439049,-0.2716912880253209,0.74297849984287,0.0,Rented,2,Nonfamily household: Female householder: Not living alone,At least one person in the household 14 and over speaks English only or speaks English 'very well',2 vehicles
33,-0.14557490504936726,-0.8730354511131103,0.1337020365710377,-0.2716912880253209,0.74297849984287,1.0,Rented,1,Nonfamily household: Male householder: Living alone,At least one person in the household 14 and over speaks English only or speaks English 'very well',2 vehicles
34,6.869315832017043,-0.09622029495822508,-1.3675251992969735,-0.2716912880253209,-0.46172480905061636,0.0,Occupied without payment of rent,2,Married couple household,At least one person in the household 14 and over speaks English only or speaks English 'very well',1 vehicle
35,-0.14557490504936726,1.4574100173515454,-1.3675251992969735,-0.2716912880253209,4.35708842652333,1.0,Rented,4,Married couple household,At least one person in the household 14 and over speaks English only or speaks English 'very well',5 vehicles
36,-0.14557490504936726,-0.8730354511131103,0.1337020365710377,-0.2716912880253209,-0.46172480905061636,1.0,Rented,1,Nonfamily household: Male householder: Living alone,At least one person in the household 14 and over speaks English only or speaks English 'very well',1 vehicle
37,-0.14557490504936726,-0.8730354511131103,0.1337020365710377,-0.2716912880253209,-0.46172480905061636,0.0,Rented,1,Nonfamily household: Male householder: Living alone,At least one person in the household 14 and over speaks English only or speaks English 'very well',1 vehicle
38,-0.14557490504936726,-0.09622029495822508,-1.3675251992969735,3.680648015135481,-0.46172480905061636,0.0,Rented,2,Married couple household,No one in the household 14 and over speaks English only or speaks English 'very well',1 vehicle
39,-0.14557490504936726,1.4574100173515454,-0.3667070420516327,-0.2716912880253209,-0.46172480905061636,0.0,Rented,4,"Other family household: Female householder, no spouse present",At least one person in the household 14 and over speaks English only or speaks English 'very well',1 vehicle
40,-0.14557490504936726,-0.09622029495822508,-1.3675251992969735,-0.2716912880253209,-0.46172480905061636,0.0,Rented,2,Married couple household,At least one person in the household 14 and over speaks English only or speaks English 'very well',1 vehicle
41,-0.14557490504936726,-0.8730354511131103,0.1337020365710377,-0.2716912880253209,-0.46172480905061636,0.0,Rented,1,Nonfamily household: Male householder: Living alone,At least one person in the household 14 and over speaks English only or speaks English 'very well',1 vehicle
42,-0.14557490504936726,-0.8730354511131103,1.1345201938163785,3.680648015135481,-0.46172480905061636,0.0,Rented,1,Nonfamily household: Female householder: Living alone,No one in the household 14 and over speaks English only or speaks English 'very well',1 vehicle
43,-0.14557490504936726,-0.09622029495822508,-1.3675251992969735,3.680648015135481,1.9476818087363563,0.0,Rented,2,Married couple household,No one in the household 14 and over speaks English only or speaks English 'very well',3 vehicles
44,-0.14557490504936726,-0.8730354511131103,0.1337020365710377,-0.2716912880253209,-0.46172480905061636,1.0,Rented,1,Nonfamily household: Male householder: Living alone,At least one person in the household 14 and over speaks English only or speaks English 'very well',1 vehicle
45,-0.14557490504936726,-0.09622029495822508,0.6341111151937081,-0.2716912880253209,0.74297849984287,0.0,Rented,2,Nonfamily household: Male householder: Not living alone,At least one person in the household 14 and over speaks English only or speaks English 'very well',2 vehicles
46,-0.14557490504936726,-0.8730354511131103,0.1337020365710377,-0.2716912880253209,-0.46172480905061636,0.0,Rented,1,Nonfamily household: Male householder: Living alone,At least one person in the household 14 and over speaks English only or speaks English 'very well',1 vehicle
47,-0.14557490504936726,-0.8730354511131103,1.1345201938163785,-0.2716912880253209,-1.6664281179441027,0.0,Rented,1,Nonfamily household: Female householder: Living alone,At least one person in the household 14 and over speaks English only or speaks English 'very well',No vehicles
48,-0.14557490504936726,-0.8730354511131103,0.1337020365710377,-0.2716912880253209,-0.46172480905061636,0.0,Rented,1,Nonfamily household: Male householder: Living alone,At least one person in the household 14 and over speaks English only or speaks English 'very well',1 vehicle
49,-0.14557490504936726,2.2342251735064305,0.6341111151937081,-0.2716912880253209,-0.46172480905061636,0.0,Rented,5,Nonfamily household: Male householder: Not living alone,At least one person in the household 14 and over speaks English only or speaks English 'very well',1 vehicle
50,-0.14557490504936726,0.6805948611966601,-0.3667070420516327,-0.2716912880253209,-0.46172480905061636,1.0,Rented,3,"Other family household: Female householder, no spouse present",At least one person in the household 14 and over speaks English only or speaks English 'very well',1 vehicle
51,-0.14557490504936726,-0.8730354511131103,0.1337020365710377,-0.2716912880253209,-0.46172480905061636,1.0,Rented,1,Nonfamily household: Male householder: Living alone,At least one person in the household 14 and over speaks English only or speaks English 'very well',1 vehicle
52,-0.14557490504936726,-0.8730354511131103,1.1345201938163785,-0.2716912880253209,-0.46172480905061636,0.0,Rented,1,Nonfamily household: Female householder: Living alone,At least one person in the household 14 and over speaks English only or speaks English 'very well',1 vehicle
53,-0.14557490504936726,0.6805948611966601,1.634929272439049,-0.2716912880253209,1.9476818087363563,0.0,Rented,3,Nonfamily household: Female householder: Not living alone,At least one person in the household 14 and over speaks English only or speaks English 'very well',3 vehicles
54,-0.14557490504936726,-0.09622029495822508,1.634929272439049,-0.2716912880253209,1.9476818087363563,0.0,Rented,2,Nonfamily household: Female householder: Not living alone,At least one person in the household 14 and over speaks English only or speaks English 'very well',3 vehicles
55,-0.14557490504936726,-0.8730354511131103,1.1345201938163785,-0.2716912880253209,-1.6664281179441027,1.0,Rented,1,Nonfamily household: Female householder: Living alone,At least one person in the household 14 and over speaks English only or speaks English 'very well',No vehicles
56,-0.14557490504936726,1.4574100173515454,-1.3675251992969735,-0.2716912880253209,0.74297849984287,0.0,Rented,4,Married couple household,At least one person in the household 14 and over speaks English only or speaks English 'very well',2 vehicles
57,-0.14557490504936726,-0.8730354511131103,1.1345201938163785,-0.2716912880253209,-0.46172480905061636,1.0,Rented,1,Nonfamily household: Female householder: Living alone,At least one person in the household 14 and over speaks English only or speaks English 'very well',1 vehicle
58,-0.14557490504936726,-0.8730354511131103,0.1337020365710377,-0.2716912880253209,-1.6664281179441027,0.0,Rented,1,Nonfamily household: Male householder: Living alone,At least one person in the household 14 and over speaks English only or speaks English 'very well',No vehicles
59,-0.14557490504936726,-0.8730354511131103,1.1345201938163785,-0.2716912880253209,-1.6664281179441027,1.0,Rented,1,Nonfamily household: Female householder: Living alone,At least one person in the household 14 and over speaks English only or speaks English 'very well',No vehicles
60,-0.14557490504936726,1.4574100173515454,0.6341111151937081,-0.2716912880253209,3.152385117629843,1.0,Rented,4,Nonfamily household: Male householder: Not living alone,At least one person in the household 14 and over speaks English only or speaks English 'very well',4 vehicles
61,-0.14557490504936726,0.6805948611966601,-1.3675251992969735,-0.2716912880253209,-0.46172480905061636,0.0,Rented,3,Married couple household,At least one person in the household 14 and over speaks English only or speaks English 'very well',1 vehicle
62,-0.14557490504936726,-0.09622029495822508,1.634929272439049,-0.2716912880253209,0.74297849984287,0.0,Rented,2,Nonfamily household: Female householder: Not living alone,At least one person in the household 14 and over speaks English only or speaks English 'very well',2 vehicles
63,-0.14557490504936726,0.6805948611966601,-0.8671161206743031,-0.2716912880253209,1.9476818087363563,0.0,Rented,3,"Other family household: Male householder, no spouse present",At least one person in the household 14 and over speaks English only or speaks English 'very well',3 vehicles
64,-0.14557490504936726,-0.09622029495822508,0.6341111151937081,-0.2716912880253209,0.74297849984287,0.0,Rented,2,Nonfamily household: Male householder: Not living alone,At least one person in the household 14 and over speaks English only or speaks English 'very well',2 vehicles
65,-0.14557490504936726,0.6805948611966601,-0.3667070420516327,-0.2716912880253209,-1.6664281179441027,1.0,Rented,3,"Other family household: Female householder, no spouse present",At least one person in the household 14 and over speaks English only or speaks English 'very well',No vehicles
66,-0.14557490504936726,0.6805948611966601,-0.8671161206743031,-0.2716912880253209,1.9476818087363563,0.0,Rented,3,"Other family household: Male householder, no spouse present",At least one person in the household 14 and over speaks English only or speaks English 'very well',3 vehicles
67,-0.14557490504936726,-0.8730354511131103,0.1337020365710377,-0.2716912880253209,-0.46172480905061636,1.0,Rented,1,Nonfamily household: Male householder: Living alone,At least one person in the household 14 and over speaks English only or speaks English 'very well',1 vehicle
68,-0.14557490504936726,-0.09622029495822508,-0.3667070420516327,-0.2716912880253209,-0.46172480905061636,0.0,Rented,2,"Other family household: Female householder, no spouse present",At least one person in the household 14 and over speaks English only or speaks English 'very well',1 vehicle
69,-0.14557490504936726,-0.09622029495822508,-1.3675251992969735,-0.2716912880253209,0.74297849984287,0.0,Rented,2,Married couple household,At least one person in the household 14 and over speaks English only or speaks English 'very well',2 vehicles
70,-0.14557490504936726,-0.8730354511131103,0.1337020365710377,-0.2716912880253209,-1.6664281179441027,1.0,Rented,1,Nonfamily household: Male householder: Living alone,At least one person in the household 14 and over speaks English only or speaks English 'very well',No vehicles
71,-0.14557490504936726,-0.8730354511131103,0.1337020365710377,-0.2716912880253209,-0.46172480905061636,0.0,Rented,1,Nonfamily household: Male householder: Living alone,At least one person in the household 14 and over speaks English only or speaks English 'very well',1 vehicle
72,-0.14557490504936726,-0.8730354511131103,0.1337020365710377,-0.2716912880253209,0.74297849984287,0.0,Rented,1,Nonfamily household: Male householder: Living alone,At least one person in the household 14 and over speaks English only or speaks English 'very well',2 vehicles
73,-0.14557490504936726,-0.8730354511131103,1.1345201938163785,-0.2716912880253209,-0.46172480905061636,0.0,Rented,1,Nonfamily household: Female householder: Living alone,At least one person in the household 14 and over speaks English only or speaks English 'very well',1 vehicle
74,-0.14557490504936726,-0.09622029495822508,-0.8671161206743031,-0.2716912880253209,-0.46172480905061636,0.0,Rented,2,"Other family household: Male householder, no spouse present",At least one person in the household 14 and over speaks English only or speaks English 'very well',1 vehicle
75,-0.14557490504936726,-0.09622029495822508,-0.3667070420516327,-0.2716912880253209,-1.6664281179441027,1.0,Rented,2,"Other family household: Female householder, no spouse present",At least one person in the household 14 and over speaks English only or speaks English 'very well',No vehicles
76,-0.14557490504936726,2.2342251735064305,-1.3675251992969735,-0.2716912880253209,0.74297849984287,0.0,Rented,5,Married couple household,At least one person in the household 14 and over speaks English only or speaks English 'very well',2 vehicles
77,-0.14557490504936726,0.6805948611966601,-1.3675251992969735,3.680648015135481,0.74297849984287,1.0,Rented,3,Married couple household,No one in the household 14 and over speaks English only or speaks English 'very well',2 vehicles
78,-0.14557490504936726,-0.09622029495822508,-0.3667070420516327,-0.2716912880253209,-1.6664281179441027,1.0,Rented,2,"Other family household: Female householder, no spouse present",At least one person in the household 14 and over speaks English only or speaks English 'very well',No vehicles
79,-0.14557490504936726,-0.8730354511131103,1.1345201938163785,-0.2716912880253209,-1.6664281179441027,1.0,Rented,1,Nonfamily household: Female householder: Living alone,At least one person in the household 14 and over speaks English only or speaks English 'very well',No vehicles
80,-0.14557490504936726,-0.09622029495822508,-1.3675251992969735,-0.2716912880253209,-0.46172480905061636,0.0,Rented,2,Married couple household,At least one person in the household 14 and over speaks English only or speaks English 'very well',1 vehicle
81,-0.14557490504936726,0.6805948611966601,-1.3675251992969735,-0.2716912880253209,0.74297849984287,0.0,Rented,3,Married couple household,At least one person in the household 14 and over speaks English only or speaks English 'very well',2 vehicles
82,-0.14557490504936726,0.6805948611966601,-1.3675251992969735,-0.2716912880253209,0.74297849984287,0.0,Rented,3,Married couple household,At least one person in the household 14 and over speaks English only or speaks English 'very well',2 vehicles
83,-0.14557490504936726,1.4574100173515454,-0.3667070420516327,-0.2716912880253209,0.74297849984287,1.0,Rented,4,"Other family household: Female householder, no spouse present",At least one person in the household 14 and over speaks English only or speaks English 'very well',2 vehicles
84,-0.14557490504936726,-0.8730354511131103,1.1345201938163785,-0.2716912880253209,-0.46172480905061636,0.0,Rented,1,Nonfamily household: Female householder: Living alone,At least one person in the household 14 and over speaks English only or speaks English 'very well',1 vehicle
85,-0.14557490504936726,-0.09622029495822508,1.634929272439049,-0.2716912880253209,0.74297849984287,0.0,Rented,2,Nonfamily household: Female householder: Not living alone,At least one person in the household 14 and over speaks English only or speaks English 'very well',2 vehicles
86,-0.14557490504936726,2.2342251735064305,-0.8671161206743031,3.680648015135481,-0.46172480905061636,1.0,Rented,5,"Other family household: Male householder, no spouse present",No one in the household 14 and over speaks English only or speaks English 'very well',1 vehicle
87,-0.14557490504936726,-0.8730354511131103,0.1337020365710377,-0.2716912880253209,-0.46172480905061636,0.0,Rented,1,Nonfamily household: Male householder: Living alone,At least one person in the household 14 and over speaks English only or speaks English 'very well',1 vehicle
88,-0.14557490504936726,1.4574100173515454,-1.3675251992969735,-0.2716912880253209,0.74297849984287,0.0,Rented,4,Married couple household,At least one person in the household 14 and over speaks English only or speaks English 'very well',2 vehicles
89,-0.14557490504936726,-0.8730354511131103,0.1337020365710377,-0.2716912880253209,-0.46172480905061636,1.0,Rented,1,Nonfamily household: Male householder: Living alone,At least one person in the household 14 and over speaks English only or speaks English 'very well',1 vehicle
90,-0.14557490504936726,-0.8730354511131103,1.1345201938163785,-0.2716912880253209,-0.46172480905061636,0.0,Rented,1,Nonfamily household: Female householder: Living alone,At least one person in the household 14 and over speaks English only or speaks English 'very well',1 vehicle
91,-0.14557490504936726,-0.09622029495822508,0.6341111151937081,3.680648015135481,-0.46172480905061636,0.0,Rented,2,Nonfamily household: Male householder: Not living alone,No one in the household 14 and over speaks English only or speaks English 'very well',1 vehicle
92,-0.14557490504936726,-0.09622029495822508,0.6341111151937081,-0.2716912880253209,-0.46172480905061636,1.0,Rented,2,Nonfamily household: Male householder: Not living alone,At least one person in the household 14 and over speaks English only or speaks English 'very well',1 vehicle
93,-0.14557490504936726,-0.09622029495822508,0.6341111151937081,-0.2716912880253209,0.74297849984287,1.0,Rented,2,Nonfamily household: Male householder: Not living alone,At least one person in the household 14 and over speaks English only or speaks English 'very well',2 vehicles
94,-0.14557490504936726,2.2342251735064305,-1.3675251992969735,-0.2716912880253209,0.74297849984287,0.0,Rented,5,Married couple household,At least one person in the household 14 and over speaks English only or speaks English 'very well',2 vehicles
95,-0.14557490504936726,-0.8730354511131103,1.1345201938163785,-0.2716912880253209,-0.46172480905061636,1.0,Rented,1,Nonfamily household: Female householder: Living alone,At least one person in the household 14 and over speaks English only or speaks English 'very well',1 vehicle
96,-0.14557490504936726,-0.09622029495822508,-1.3675251992969735,-0.2716912880253209,0.74297849984287,0.0,Rented,2,Married couple household,At least one person in the household 14 and over speaks English only or speaks English 'very well',2 vehicles
97,-0.14557490504936726,-0.8730354511131103,0.1337020365710377,3.680648015135481,-0.46172480905061636,1.0,Rented,1,Nonfamily household: Male householder: Living alone,No one in the household 14 and over speaks English only or speaks English 'very well',1 vehicle
98,-0.14557490504936726,-0.09622029495822508,0.6341111151937081,-0.2716912880253209,0.74297849984287,0.0,Rented,2,Nonfamily household: Male householder: Not living alone,At least one person in the household 14 and over speaks English only or speaks English 'very well',2 vehicles
99,-0.14557490504936726,-0.8730354511131103,0.1337020365710377,-0.2716912880253209,-0.46172480905061636,1.0,Rented,1,Nonfamily household: Male householder: Living alone,At least one person in the household 14 and over speaks English only or speaks English 'very well',1 vehicle
100,-0.14557490504936726,-0.8730354511131103,0.1337020365710377,-0.2716912880253209,-0.46172480905061636,0.0,Rented,1,Nonfamily household: Male householder: Living alone,At least one person in the household 14 and over speaks English only or speaks English 'very well',1 vehicle
101,-0.14557490504936726,-0.09622029495822508,0.6341111151937081,-0.2716912880253209,0.74297849984287,0.0,Rented,2,Nonfamily household: Male householder: Not living alone,At least one person in the household 14 and over speaks English only or speaks English 'very well',2 vehicles
102,-0.14557490504936726,1.4574100173515454,-1.3675251992969735,-0.2716912880253209,-0.46172480905061636,0.0,Rented,4,Married couple household,At least one person in the household 14 and over speaks English only or speaks English 'very well',1 vehicle
103,-0.14557490504936726,-0.8730354511131103,1.1345201938163785,-0.2716912880253209,-0.46172480905061636,1.0,Rented,1,Nonfamily household: Female householder: Living alone,At least one person in the household 14 and over speaks English only or speaks English 'very well',1 vehicle
104,-0.14557490504936726,-0.8730354511131103,1.1345201938163785,-0.2716912880253209,-0.46172480905061636,0.0,Rented,1,Nonfamily household: Female householder: Living alone,At least one person in the household 14 and over speaks English only or speaks English 'very well',1 vehicle
105,-0.14557490504936726,1.4574100173515454,-0.3667070420516327,-0.2716912880253209,0.74297849984287,0.0,Rented,4,"Other family household: Female householder, no spouse present",At least one person in the household 14 and over speaks English only or speaks English 'very well',2 vehicles
106,-0.14557490504936726,-0.8730354511131103,1.1345201938163785,-0.2716912880253209,-0.46172480905061636,0.0,Rented,1,Nonfamily household: Female householder: Living alone,At least one person in the household 14 and over speaks English only or speaks English 'very well',1 vehicle
107,-0.14557490504936726,-0.09622029495822508,-0.8671161206743031,-0.2716912880253209,0.74297849984287,0.0,Rented,2,"Other family household: Male householder, no spouse present",At least one person in the household 14 and over speaks English only or speaks English 'very well',2 vehicles
108,-0.14557490504936726,-0.09622029495822508,-1.3675251992969735,-0.2716912880253209,-0.46172480905061636,0.0,Rented,2,Married couple household,At least one person in the household 14 and over speaks English only or speaks English 'very well',1 vehicle
109,-0.14557490504936726,-0.09622029495822508,1.634929272439049,-0.2716912880253209,-0.46172480905061636,1.0,Rented,2,Nonfamily household: Female householder: Not living alone,At least one person in the household 14 and over speaks English only or speaks English 'very well',1 vehicle
110,-0.14557490504936726,-0.09622029495822508,1.634929272439049,-0.2716912880253209,0.74297849984287,1.0,Rented,2,Nonfamily household: Female householder: Not living alone,At least one person in the household 14 and over speaks English only or speaks English 'very well',2 vehicles
111,-0.14557490504936726,0.6805948611966601,-1.3675251992969735,-0.2716912880253209,1.9476818087363563,0.0,Rented,3,Married couple household,At least one person in the household 14 and over speaks English only or speaks English 'very well',3 vehicles
112,-0.14557490504936726,-0.8730354511131103,1.1345201938163785,-0.2716912880253209,-0.46172480905061636,1.0,Rented,1,Nonfamily household: Female householder: Living alone,At least one person in the household 14 and over speaks English only or speaks English 'very well',1 vehicle
113,-0.14557490504936726,-0.09622029495822508,-0.3667070420516327,-0.2716912880253209,-0.46172480905061636,1.0,Rented,2,"Other family household: Female householder, no spouse present",At least one person in the household 14 and over speaks English only or speaks English 'very well',1 vehicle
114,-0.14557490504936726,-0.09622029495822508,-1.3675251992969735,3.680648015135481,0.74297849984287,0.0,Rented,2,Married couple household,No one in the household 14 and over speaks English only or speaks English 'very well',2 vehicles
115,-0.14557490504936726,0.6805948611966601,-0.3667070420516327,-0.2716912880253209,-0.46172480905061636,1.0,Rented,3,"Other family household: Female householder, no spouse present",At least one person in the household 14 and over speaks English only or speaks English 'very well',1 vehicle
116,-0.14557490504936726,-0.8730354511131103,1.1345201938163785,-0.2716912880253209,-1.6664281179441027,1.0,Rented,1,Nonfamily household: Female householder: Living alone,At least one person in the household 14 and over speaks English only or speaks English 'very well',No vehicles
117,-0.14557490504936726,2.2342251735064305,-1.3675251992969735,3.680648015135481,0.74297849984287,1.0,Rented,5,Married couple household,No one in the household 14 and over speaks English only or speaks English 'very well',2 vehicles
118,-0.14557490504936726,-0.09622029495822508,-1.3675251992969735,-0.2716912880253209,3.152385117629843,0.0,Rented,2,Married couple household,At least one person in the household 14 and over speaks English only or speaks English 'very well',4 vehicles
119,-0.14557490504936726,-0.09622029495822508,-1.3675251992969735,-0.2716912880253209,0.74297849984287,1.0,Rented,2,Married couple household,At least one person in the household 14 and over speaks English only or speaks English 'very well',2 vehicles
120,-0.14557490504936726,-0.09622029495822508,-0.3667070420516327,-0.2716912880253209,-0.46172480905061636,0.0,Rented,2,"Other family household: Female householder, no spouse present",At least one person in the household 14 and over speaks English only or speaks English 'very well',1 vehicle
121,-0.14557490504936726,-0.09622029495822508,-0.3667070420516327,-0.2716912880253209,-0.46172480905061636,1.0,Rented,2,"Other family household: Female householder, no spouse present",At least one person in the household 14 and over speaks English only or speaks English 'very well',1 vehicle
122,-0.14557490504936726,-0.8730354511131103,1.1345201938163785,-0.2716912880253209,-0.46172480905061636,1.0,Rented,1,Nonfamily household: Female householder: Living alone,At least one person in the household 14 and over speaks English only or speaks English 'very well',1 vehicle
123,-0.14557490504936726,0.6805948611966601,-0.3667070420516327,-0.2716912880253209,-0.46172480905061636,0.0,Rented,3,"Other family household: Female householder, no spouse present",At least one person in the household 14 and over speaks English only or speaks English 'very well',1 vehicle
124,-0.14557490504936726,1.4574100173515454,-0.8671161206743031,-0.2716912880253209,-0.46172480905061636,1.0,Rented,4,"Other family household: Male householder, no spouse present",At least one person in the household 14 and over speaks English only or speaks English 'very well',1 vehicle
125,-0.14557490504936726,-0.8730354511131103,1.1345201938163785,-0.2716912880253209,-0.46172480905061636,0.0,Rented,1,Nonfamily household: Female householder: Living alone,At least one person in the household 14 and over speaks English only or speaks English 'very well',1 vehicle
126,-0.14557490504936726,-0.8730354511131103,1.1345201938163785,-0.2716912880253209,-0.46172480905061636,0.0,Rented,1,Nonfamily household: Female householder: Living alone,At least one person in the household 14 and over speaks English only or speaks English 'very well',1 vehicle
